fund number,Date,Return,F1,F2,F3,F4,F5,F6,F7,F8
5477,20181022,0,-0.76,-0.46,-0.7,0.02,-0.47,-1.72,1.3,-0.09
5477,20181023,0,-0.75,-0.85,-0.81,-0.7,-0.85,-0.94,-0.36,-0.04
5477,20181024,-0.0762,-3.89,-3.36,-2.59,-3.77,-2.84,-3.85,-0.44,-1.79
5477,20181025,0.1526,1.56,1.61,1.11,1.87,1.37,1.74,1.02,1.39
5477,20181026,-0.0762,-1.13,-0.71,-0.83,-1.42,-1.33,-1.22,-0.17,-0.36
5477,20181029,0.0762,-1.49,-0.64,-0.21,-0.83,-0.09,-0.12,-1.05,-2.21
5477,20181030,0.2285,1.45,1.47,1.18,2.26,2.02,2,0.05,0.46
5477,20181031,0.076,1.56,0.22,0.36,1.4,0.45,1.44,0.73,2.49
5477,20181101,0.0759,3.19,2.59,1.7,2.47,1.72,1.45,-0.96,3.05
5477,20181102,0,0.24,0.41,0.39,-0.27,-0.34,-0.13,-0.05,-0.27
5477,20181105,0.0759,-0.79,0.12,0.09,-0.15,0.42,1.25,-0.13,0.13
5477,20181106,0.0758,0.71,0.62,0.39,0.5,0.8,0.78,-0.12,0.2
5477,20181107,0.1515,1.72,1.09,0.75,2.11,1.51,0.88,1.66,1.33
5477,20181108,0.0756,-0.33,-0.02,0.02,-0.49,-0.35,-0.38,0.39,-0.9
5477,20181109,-0.0756,-2.19,-1.97,-1.6,-1.33,-0.99,-0.88,0.04,-0.07
5477,20181112,-0.0756,-2.96,-1.95,-1.38,-2.32,-1.48,-1.67,-0.23,-1.16
5477,20181113,-0.0757,-0.37,-0.06,-0.29,-0.08,-0.03,-0.12,-0.87,-0.27
5477,20181114,0.0758,-1.64,-0.84,-1.32,-0.65,-0.66,-1.13,-0.64,-0.34
5477,20181115,0.1514,1.61,1.3,0.57,1.61,1.14,0.89,0.54,0.96
5477,20181116,-0.0756,0.17,-0.17,-0.23,0.09,0.33,0.17,0.09,-0.38
5477,20181119,0,-2.76,-1.46,-0.86,-2.78,-1.35,-0.8,-1.05,-1.21
5477,20181120,0,-1.67,-1.78,-1.81,-1.37,-1.7,-2.38,-0.67,-0.08
5477,20181121,0.1513,1.71,1.24,1.17,1.13,0.92,1.02,-0.19,1.29
5477,20181123,0.3021,0.62,0.08,0.15,-0.05,-0.28,-0.59,0.03,-0.61
5477,20181126,0.0753,0.52,0.37,-0.06,1.76,1.41,1.96,0.05,0.62
5477,20181127,0,-1.35,-0.53,-0.64,-0.48,-0.48,-0.53,0.55,-0.37
5477,20181128,0,2.71,1.94,1.43,2.75,1.72,1.56,1.01,0.6
5477,20181129,0,-0.13,-0.31,0.37,-0.2,-0.35,-0.16,0.32,0.46
5477,20181130,0.0752,0.31,0.15,-0.5,0.81,0.66,0.35,-0.25,-0.83
5477,20181203,0.0752,1.27,0.8,0.78,1.26,1.04,1.14,0.22,1.42
5477,20181204,-0.1503,-4.07,-3.77,-3.26,-3.88,-3.27,-3.96,0.69,-0.52
5477,20181206,0.1505,-0.8,-0.82,-1.06,-0.08,-0.55,-1.07,0.53,-0.57
5477,20181207,-0.0751,-2.16,-1.48,-0.84,-2.82,-1.94,-1.43,-0.54,-0.36
5477,20181210,0.0752,-0.33,-0.59,-1.08,0.31,-0.6,-1.5,0.8,-0.45
5477,20181211,0,-0.71,-0.61,-0.52,-0.14,-0.17,-0.58,0.71,-0.7
5477,20181212,0.2254,1.08,1,0.65,1.08,0.79,0.89,-0.04,0
5477,20181213,-0.0488,-2.14,-1.65,-1.7,-0.95,-1.01,-1.28,0.51,-0.46
5477,20181214,0,-1.64,-1.44,-1.57,-1.56,-1.37,-1.8,-0.5,-0.1
5477,20181217,-0.1529,-2.99,-2.22,-2.03,-2.45,-1.88,-1.81,-0.96,0.79
5477,20181218,-0.0766,-1.2,-0.77,-0.76,0.17,-0.28,-0.75,0.3,0.17
5477,20181219,0.2299,-1.77,-1.88,-1.5,-1.65,-1.47,-1.79,0.7,-0.58
5477,20181220,-0.0765,-2.86,-1.76,-1.83,-1.89,-1.33,-1.42,-0.48,-0.31
5477,20181221,-0.0765,-3.09,-2.6,-1.94,-2.39,-1.75,-2.08,0.44,-0.1
5477,20181224,0.0766,-0.8,-1.6,-1.79,-2.13,-2.65,-2.57,-0.2,0.1
5477,20181226,0.306,4.16,3.2,2.57,5.26,4.48,5.24,0.02,0.95
5477,20181227,0.0763,-0.1,0.04,-0.32,1,0.58,0.38,0.26,-0.56
5477,20181228,0,1.65,1.59,1.85,-0.09,-0.19,-0.18,0.12,-0.02
5477,20181231,0.0762,0.99,0.59,0.31,1.17,0.91,0.73,0.63,-0.08
5922,20140102,-1.2905,-0.16,-0.57,-0.26,-0.85,-1.15,-1.01,-0.07,0.31
5922,20140103,0,1.08,0.26,0.51,0.13,0.12,0.15,0.24,0.01
5922,20140106,-1.277,-0.28,-0.56,-0.27,-0.53,-0.5,-0.32,-0.11,0.02
5922,20140107,0.616,1.36,0.87,0.79,0.84,0.79,0.54,0.55,0.1
5922,20140108,-0.3061,0.6,0.15,-0.1,0.1,0.11,0.17,0.64,-0.47
5922,20140109,0.1228,0.98,-0.14,-0.06,-0.05,0.22,0.16,0.79,-0.41
5922,20140110,0.3067,1.18,0.21,0.38,0.55,0.65,0.07,-0.16,-0.25
5922,20140113,-1.8649,-0.85,-1.18,-0.73,-1.63,-1.33,-1.5,-0.52,0.3
5922,20140114,1.9938,1.61,1.42,1.06,1.39,1.29,0.9,0.55,-0.19
5922,20140115,0.0611,0.78,0.89,0.79,0.44,0.32,0.47,-0.31,-0.22
5922,20140116,0.4274,0.63,0.16,0.05,0.01,-0.03,-0.24,-0.05,-0.51
5922,20140117,-0.0608,-0.22,-0.22,0.06,-0.41,-0.32,-0.47,-0.01,-0.35
5922,20140121,0.4562,0.79,0.69,0.93,0.18,0.36,0.51,-0.06,-0.24
5922,20140122,0.8477,0.25,0.61,0.52,0.31,0.46,0.43,0.29,-0.19
5922,20140123,-0.8106,-0.66,-0.74,-0.67,-0.81,-0.83,-1.23,-0.51,0.02
5922,20140124,-2.391,-2.55,-2.24,-1.98,-2.37,-2.35,-2.45,-0.98,0.46
5922,20140127,-1.1473,-2.12,-1.3,-0.89,-0.84,-0.6,-0.57,-0.55,0.4
5922,20140128,1.0979,1.14,0.87,0.63,1.08,0.88,0.82,0.84,0.03
5922,20140129,-0.9308,-1.39,-1.15,-0.82,-1.11,-0.93,-1.06,-0.53,-0.05
5922,20140130,1.7538,1.58,1.5,0.9,1.49,1.04,1.04,1.24,-0.75
5922,20140131,-0.1539,-0.82,-1.05,-0.76,-0.61,-0.34,-0.79,0.09,-0.21
5922,20140203,-2.651,-3.23,-2.72,-2.2,-2.88,-2.86,-2.79,-0.83,0.11
5922,20140204,0.855,0.67,0.68,0.3,1.04,0.92,0.72,0.44,0.18
5922,20140205,-0.5651,-1.15,-0.79,-0.82,-0.28,-0.2,-0.24,-0.11,0.32
5922,20140206,1.1367,0.61,0.95,0.57,1.5,1.49,1.23,0.11,0.58
5922,20140207,2.0293,1.78,0.94,0.68,1.49,1.11,0.97,0.61,0.05
5922,20140210,0.5814,1.01,0.26,0.38,0.32,-0.03,0.22,-0.07,-0.48
5922,20140211,0.9735,0.47,1.06,0.93,0.88,1.09,1.05,0.04,0.14
5922,20140212,0.1205,0.28,0.05,0.35,0.43,0.23,0.23,0.25,-0.08
5922,20140213,1.5949,1.3,1.18,0.99,0.92,0.78,0.75,0.37,-0.02
5922,20140214,0.8886,-0.03,0.41,0.27,0.23,0.61,0.75,-0.29,0.27
5922,20140218,1.0276,1.38,0.94,1.08,0.44,0.44,0.49,0.75,-0.27
5922,20140219,-0.8137,-1.03,-1.05,-0.94,-0.49,-0.69,-1.04,-0.33,-0.16
5922,20140220,1.3185,1.44,1.13,0.94,0.83,0.98,0.57,0.5,-0.42
5922,20140221,0.7519,0.31,-0.04,0.09,0.11,-0.14,0.18,0.25,-0.02
5922,20140224,1.1194,0.62,0.75,0.75,0.55,0.55,0.66,0.4,0.14
5922,20140225,0.6529,0.03,-0.32,-0.41,0.06,-0.11,-0.4,0.13,0.24
5922,20140226,-0.1128,0.52,0.61,0.6,0.45,0.34,0.02,-0.07,0.11
5922,20140227,0.6211,0.69,0.64,0.94,0.4,0.38,0.7,0.07,0.3
5922,20140228,-0.3648,-1.02,-0.29,-0.07,-0.07,0.29,0.46,-0.29,0.66
5922,20140303,-0.6759,-0.39,-0.43,-0.15,-0.68,-0.62,-0.69,-0.05,-0.17
5922,20140304,2.2682,2.61,2.46,2.04,1.7,1.5,1.77,0.82,-0.05
5922,20140305,-0.3327,0.35,0.1,0.16,-0.19,-0.14,0.16,0.33,0.15
5922,20140306,0.1113,-0.33,0.24,0.48,0.09,0.31,0.38,-0.52,0.49
5922,20140307,-0.2223,-0.16,0.23,0.36,-0.01,0.21,0.27,-0.21,0.14
5922,20140310,0.1114,0.03,0.13,0.07,-0.33,-0.41,-0.21,0.01,0.01
5922,20140311,-0.4729,-1.36,-1.13,-0.95,-0.64,-0.8,-0.77,-0.09,0.32
5922,20140312,0.4751,0.32,0.41,-0.03,0.19,0.05,0.13,-0.05,-0.17
5922,20140313,-1.669,-1.36,-1.02,-0.92,-1.42,-1.04,-0.92,-0.32,0.27
5922,20140314,0.2546,0.43,0.25,0.13,0.06,0.23,0.12,-0.14,-0.13
5922,20140317,0.8747,0.75,0.55,0.59,0.79,0.76,0.87,0.26,0.12
5922,20140318,1.2867,1.52,1.19,0.93,0.95,0.83,0.83,0.51,0.17
5922,20140319,-0.9114,-0.32,-0.53,-0.14,-0.68,-0.58,0.01,-0.12,0.01
5922,20140320,0.3066,0.13,0.15,0.41,0.12,0.33,0.87,-0.19,-0.45
5922,20140321,-0.4724,-0.59,0.08,0.16,-0.61,-0.05,0.32,-1.14,-0.08
5922,20140324,-1.1446,-2.17,-1.22,-0.87,-1.09,-0.64,-0.26,-1.03,-0.48
5922,20140325,-0.6495,-0.25,0.05,-0.05,-0.06,0.26,0.16,-0.23,-0.02
5922,20140326,-1.4213,-2.45,-2.06,-1.57,-1.12,-0.97,-0.77,-0.87,-0.29
5922,20140327,-0.3172,-0.33,-0.3,-0.48,-0.19,-0.12,-0.36,-0.45,0.29
5922,20140328,0.6075,-0.46,0.14,0.19,0.42,0.74,0.66,-0.46,-0.33
5922,20140331,0.9488,1.97,1.69,1.26,1.16,1.19,1.37,0.68,0.3
5922,20140401,1.1962,1.35,1.22,1.13,1.25,0.89,0.59,0.99,0.77
5922,20140402,0.6755,0.39,0.46,0.43,0.34,0.43,0.3,-0.1,0.15
5922,20140403,-0.4473,-1.76,-0.89,-0.73,-0.74,0.03,0.1,-1.07,-1.08
5922,20140404,-2.9205,-2.63,-2.12,-1.69,-1.83,-1.25,-1.05,-1.7,-1.12
5922,20140407,-2.3431,-1.79,-1.5,-1.08,-1.63,-1.65,-1.61,-1.04,-0.69
5922,20140408,1.3033,0.8,0.76,0.61,0.75,0.55,0.46,-0.11,0.03
5922,20140409,1.4035,1.93,1.22,0.87,1.52,1.03,0.82,1.39,1.68
5922,20140410,-3.1719,-3.36,-2.4,-1.82,-2.62,-2,-2.1,-1.88,-1.63
5922,20140411,-1.2507,-1.84,-1.22,-0.8,-1.41,-1.02,-1.26,-0.54,-0.73
5922,20140414,2.1411,-0.55,0.26,-0.19,0.66,0.7,0.64,-0.19,-0.26
5922,20140415,0.2067,-0.27,-0.11,-0.35,0.58,0.65,0.66,0.01,-0.19
5922,20140416,1.65,1.48,1.04,0.79,1.32,1.1,0.94,0.97,1
5922,20140417,0.2609,0.45,0.6,0.6,0.31,0.3,0.24,0.29,-0.04
5922,20140421,0.4337,1,0.61,0.55,0.32,0.28,0.27,0.17,0.33
5922,20140422,1.1514,1.77,1.09,0.87,0.77,0.53,0.75,0.71,1.24
5922,20140423,-0.3699,-1.14,-0.78,-0.45,-0.61,-0.04,0.3,-0.3,-0.58
5922,20140424,-0.4856,-0.36,-0.29,-0.19,-0.11,0.22,-0.01,-0.53,0.25
5922,20140425,-1.5786,-2.43,-1.71,-1.39,-1.5,-1.15,-0.84,-1.29,-0.71
5922,20140428,-0.6416,-0.96,-0.72,-0.56,-0.27,-0.24,-0.39,-1.12,-0.92
5922,20140429,1.1154,0.52,0.12,-0.15,0.61,0.44,0.48,0.68,0.98
5922,20140430,0.6096,0.54,0.3,0.21,0.61,0.43,0.59,0.55,-0.07
5922,20140501,0.3462,-0.08,-0.13,-0.34,0.05,0.12,0.18,0.09,0.76
5922,20140502,0.3163,-0.47,0.17,0.19,0.07,0.06,0.16,0.12,0.15
5922,20140505,0.3153,-0.06,-0.08,-0.34,0.2,0.13,-0.31,0.42,-0.21
5922,20140506,-1.6571,-2.01,-1.52,-1.14,-1.11,-0.77,-1.01,-0.42,-0.63
5922,20140507,0.2034,-1.04,-0.35,-0.27,-0.14,0.66,0.99,-0.17,-0.65
5922,20140508,-1.1308,-1.89,-1.32,-0.96,-0.24,-0.48,-0.19,-0.62,0.43
5922,20140509,0.7918,1.1,0.86,0.76,0.41,0.05,0.06,-0.18,0.65
5922,20140512,1.3384,2.53,2.33,1.99,1.66,1.3,1.3,0.9,0.92
5922,20140513,-0.5455,-0.75,-0.85,-0.58,-0.27,-0.15,-0.19,-0.17,0.04
5922,20140514,-0.664,-1.25,-1.67,-1.43,-0.7,-0.63,-1.02,-0.43,-0.04
5922,20140515,-1.3949,-0.55,-0.55,-0.83,-0.83,-0.92,-1.07,-0.28,0.37
5922,20140516,0.56,0.46,0.54,0.22,0.59,0.44,0.1,-0.18,-0.09
5922,20140519,0.7327,1.07,0.95,0.78,0.64,0.39,0.6,0.69,0.27
5922,20140520,-1.5711,-1.5,-1.37,-0.96,-1.21,-0.89,-0.92,0.08,-0.04
5922,20140521,0.9755,0.27,0.36,0.36,0.68,0.67,0.6,0.44,0.19
5922,20140522,0.8489,1.22,0.92,0.48,0.62,0.4,0.38,0.06,0.38
5922,20140523,0.3774,1.29,0.97,0.88,0.7,0.54,0.41,0.42,0.19
5922,20140527,0.694,1.64,1.4,1.01,0.83,0.6,0.6,0.49,0.15
5922,20140528,-0.4595,-0.02,-0.24,-0.17,-0.39,-0.03,0.03,0.19,0.06
5922,20140529,0.6924,0.31,0.28,0.37,0.6,0.52,0.58,0.26,0.09
5922,20140530,-0.4585,-0.89,-0.37,-0.26,-0.08,-0.01,-0.09,-0.02,0.36
5922,20140602,0.5469,-1.15,-0.57,-0.58,0.09,0.28,0.31,0.24,-0.12
5922,20140603,0.2004,-0.62,-0.5,-0.31,-0.11,0.1,0.07,0.19,-0.21
5922,20140604,0.5429,0.31,0.21,0.18,0.39,0.3,0.71,0.35,-0.2
5922,20140605,0.9662,2.26,1.88,1.51,0.84,0.85,0.75,-0.14,0.19
5922,20140606,1.1258,1.09,0.95,0.78,0.71,0.67,0.56,-0.22,0.08
5922,20140609,-0.0557,1.69,0.78,0.9,0.32,0.17,0.22,-0.42,-0.44
5922,20140610,-0.5569,0.39,0.03,-0.07,-0.18,-0.19,-0.1,-0.14,-0.03
5922,20140611,-0.308,-0.15,-0.4,-0.36,-0.24,-0.36,-0.5,0.22,-0.14
5922,20140612,-1.4045,-0.32,-0.4,-0.3,-0.75,-0.58,-0.49,-0.26,0.1
5922,20140613,0.1994,0.38,0.03,-0.04,0.32,0.38,0.41,-0.08,0.07
5922,20140616,0.7108,0.96,0.24,0,0.24,0.15,-0.07,0.1,-0.26
5922,20140617,0.9881,0.9,0.81,0.87,0.65,0.43,1.02,-0.05,0
5922,20140618,0.4193,0.35,0.54,0.45,0.66,0.63,0.69,0.09,0.1
5922,20140619,-0.0557,-0.06,-0.03,-0.01,0.05,0.23,0.16,0.11,0.25
5922,20140620,0.9749,0.03,0.31,0.37,0.22,0.19,0.12,0.36,-0.29
5922,20140623,0.3034,-0.16,-0.19,-0.38,0.03,-0.09,0.01,-0.16,-0.07
5922,20140624,-1.4026,-1.19,-0.93,-0.92,-0.67,-0.84,-0.9,-0.44,0.7
5922,20140625,0.9205,0.63,0.66,0.69,0.52,0.59,0.52,0.4,0.02
5922,20140626,0.1382,-0.05,-0.12,-0.04,-0.13,-0.12,0.05,0.22,0.09
5922,20140627,0.552,0.83,0.78,0.77,0.4,0.45,0.22,-0.16,0.25
5922,20140630,0.6313,0.26,0.23,0.35,0.23,0.38,0.37,0.12,-0.08
5922,20140701,0.7911,1.16,1.19,0.94,0.77,0.7,0.41,0.22,0.17
5922,20140702,-0.6225,-0.11,-0.18,-0.14,-0.17,-0.34,-0.41,-0.07,0.45
5922,20140703,0.6264,0.61,0.7,0.6,0.69,0.61,0.48,0.03,0.07
5922,20140707,-0.9202,-2.26,-1.77,-1.21,-1.06,-0.87,-0.74,-0.16,0.77
5922,20140708,-1.1199,-2.17,-1.16,-1.05,-1.24,-0.68,-0.6,-0.23,0.67
5922,20140709,0.5249,0.06,0.1,0.12,0.5,0.3,0.33,0.31,-0.18
5922,20140710,-0.8794,-1.17,-0.87,-0.9,-0.67,-0.52,-0.58,0,0.01
5922,20140711,-0.1663,0.31,-0.26,-0.02,-0.01,0.01,-0.09,0.12,0.35
5922,20140714,0.4443,0.63,0.57,0.48,0.38,0.37,0.3,0.39,0.07
5922,20140715,-0.8571,-1.72,-1.05,-0.72,-0.69,-0.25,-0.06,-0.51,0.17
5922,20140716,0.251,-0.29,-0.36,0.08,0,0.36,0.19,-0.14,-0.28
5922,20140717,-1.7246,-1.97,-1.44,-1.05,-1.26,-1.2,-1.31,-0.55,-0.19
5922,20140718,1.5284,1.88,1.26,0.95,1.2,1.15,1.09,0.52,0.3
5922,20140721,-0.3903,-0.27,-0.42,-0.28,-0.29,-0.21,-0.27,0.23,0.01
5922,20140722,0.5318,0.9,0.97,0.5,0.66,0.65,0.31,0.28,-0.03
5922,20140723,0.1114,0.65,-0.14,0.14,0.14,-0.03,-0.03,-0.19,0.32
5922,20140724,0.139,-0.14,-0.27,-0.26,0.37,0.09,0.24,-0.14,0.4
5922,20140725,-0.8886,-0.89,-0.87,-0.44,-0.56,-0.59,-0.49,-0.23,-0.01
5922,20140728,-0.3362,-0.95,-0.51,-0.23,-0.26,-0.19,-0.03,-0.23,-0.3
5922,20140729,-0.1687,0.63,0.14,-0.19,0.03,-0.65,-0.59,-0.23,0.3
5922,20140730,0.4224,0.67,0.49,0.42,0.38,0.07,-0.24,-0.13,-0.06
5922,20140731,-3.1127,-2.3,-1.78,-1.35,-2.23,-1.96,-1.92,-0.68,-0.1
5922,20140801,0,-0.96,-0.8,-0.54,-0.15,-0.24,-0.36,0.3,0.24
5922,20140804,1.0709,0.82,0.58,0.32,0.88,0.72,0.5,0.55,0.21
5922,20140805,-1.0882,-0.02,-0.04,-0.16,-0.48,-0.89,-0.73,-0.33,0.2
5922,20140806,0.579,0.37,0.38,0.47,-0.01,-0.23,0.24,-0.56,0.25
5922,20140807,0.1151,-0.61,-0.76,-0.36,-0.37,-0.69,-0.45,0.1,0.16
5922,20140808,0.8913,1.03,0.79,0.58,1.2,1.3,1.23,0.06,0.45
5922,20140811,1.2254,1.2,0.87,0.73,0.6,0.49,0.21,0,-0.16
5922,20140812,-0.6194,-0.95,-0.72,-0.48,-0.43,-0.33,-0.14,-0.05,-0.22
5922,20140813,0.4816,0.67,0.42,0.5,0.82,0.72,0.62,0.8,-0.04
5922,20140814,0.4511,0.24,0.18,0.2,0.46,0.42,0.35,-0.32,-0.23
5922,20140815,0.2245,-0.19,-0.18,-0.26,0.03,-0.03,-0.02,0.38,0.17
5922,20140818,1.0921,1.26,1.27,1,1.13,1.02,0.8,0.14,-0.02
5922,20140819,0.1385,0.35,0.59,0.24,0.54,0.44,0.54,-0.03,-0.1
5922,20140820,0.3596,-0.77,-0.57,-0.25,0.16,0.35,0.23,0.03,0.34
5922,20140821,0.0276,-0.17,0.48,0.39,0.02,0.22,0.38,-0.39,0.01
5922,20140822,-0.1102,0.24,0.34,0.12,0.18,-0.17,-0.24,0.09,-0.36
5922,20140825,1.0759,0.56,0.26,0.28,0.56,0.42,0.61,0.28,-0.11
5922,20140826,0.2183,1.04,0.63,0.47,0.38,0.12,0.17,-0.24,-0.05
5922,20140827,-0.0545,-0.1,-0.19,0.05,-0.18,0.02,0.16,0.06,0.13
5922,20140828,-0.2997,-0.54,-0.51,-0.36,-0.21,-0.02,-0.15,0.05,0.02
5922,20140829,0.6832,0.88,0.69,0.51,0.55,0.4,0.61,0.06,0.01
5922,20140902,0.4343,0.19,0.65,0.46,0.28,0.13,-0.17,0.3,-0.32
5922,20140903,0.027,-0.72,-0.69,-0.43,-0.22,-0.11,-0.07,-0.15,0.64
5922,20140904,0.1351,-0.31,-0.21,-0.31,-0.28,-0.21,-0.41,-0.34,-0.23
5922,20140905,0,0.04,0.14,0.19,0.39,0.42,0.32,0.29,-0.1
5922,20140908,-0.5397,0.95,0.36,0.13,-0.01,-0.28,-0.42,0.17,-0.3
5922,20140909,-0.841,-1.22,-1.04,-0.73,-0.86,-0.72,-0.87,0.16,0.18
5922,20140910,0.2462,0.86,0.27,0.26,0.56,0.24,0.31,0,-0.19
5922,20140911,1.0371,0.4,0.54,0.29,0.23,0.33,0.52,-0.11,0.14
5922,20140912,-0.5402,-0.73,-0.65,-0.41,-0.61,-0.74,-0.58,-0.4,-0.43
5922,20140915,-2.0098,-1.55,-1.13,-0.97,-0.84,-0.32,-0.1,-0.12,0.34
5922,20140916,0.9424,-0.15,0.1,0.09,0.64,0.59,0.5,0.67,0.24
5922,20140917,0.4668,0.57,0.18,0.11,0.07,0.07,0.12,0.08,-0.28
5922,20140918,0.3826,0.07,0.32,0.24,0.45,0.42,0.12,0.06,-0.53
5922,20140919,-0.7351,-1.01,-0.89,-0.26,-0.38,-0.54,-0.41,0.05,-0.18
5922,20140922,-1.9199,-2.05,-1.41,-1.1,-1.25,-1.31,-1.28,-0.05,-0.56
5922,20140923,-1.2864,-0.88,-0.78,-0.73,-0.75,-0.71,-0.71,0.26,0.25
5922,20140924,0.5949,1.08,0.55,0.05,1.08,0.58,0.3,0.17,-0.03
5922,20140925,-1.4644,-1.55,-1.55,-0.97,-1.58,-1.5,-1.42,-0.22,-0.12
5922,20140926,0.7716,0.96,0.9,0.46,0.83,0.71,0.61,0.58,0.16
5922,20140929,-0.2552,0.31,0.02,-0.16,0.01,-0.22,-0.14,0.14,-0.39
5922,20140930,-0.8246,-1.14,-1.13,-0.72,-0.71,-0.77,-0.73,-0.16,-0.8
5922,20141001,-1.8922,-1.89,-1.53,-1.17,-1.52,-1.56,-1.23,-0.35,-0.34
5922,20141002,0.5845,1.3,1,0.56,0.35,0.14,0.07,-0.25,0.13
5922,20141003,1.5398,1.04,0.5,0.21,1.12,0.76,0.65,0.5,-0.68
5922,20141006,-0.0858,-1.33,-1,-0.62,-0.46,-0.28,-0.15,-0.33,-0.08
5922,20141007,-2.0905,-2.09,-1.67,-1.31,-1.68,-1.74,-1.51,0.1,-0.55
5922,20141008,1.6379,1.15,1.37,0.87,1.59,1.46,1.44,0.28,-0.47
5922,20141009,-2.8777,-2.7,-2.5,-1.86,-2.28,-2.51,-2.79,0.06,-1.81
5922,20141010,-2.8741,-1.45,-1.28,-0.69,-1.96,-1.71,-1.36,-0.42,-1.74
5922,20141013,-2.9896,-0.16,-0.34,-0.25,-1.87,-2.01,-1.54,-0.94,-2.09
5922,20141014,1.0063,0.77,0.75,0.49,0.7,0.53,0.55,-0.82,-0.05
5922,20141015,0.0623,1.7,1.05,0.54,0.3,0.02,-0.66,-0.69,2.2
5922,20141016,1.2134,1.61,1.64,1.31,0.77,0.91,0.94,-0.29,2.19
5922,20141017,1.537,-0.23,-0.22,-0.39,1.06,1.23,0.65,1.07,0.67
5922,20141020,1.3321,1.32,0.77,0.62,1.19,0.94,1.03,0.05,0.11
5922,20141021,3.3762,1.28,1.44,0.98,2.29,2.51,2.3,0.27,1.26
5922,20141022,-1.7341,-1.55,-1.17,-0.97,-1.31,-1.23,-1.05,0.76,-0.7
5922,20141023,2.1471,1.88,1.46,0.97,1.45,1.66,1.08,0.09,0.92
5922,20141024,1.0078,0.28,0.02,-0.09,0.69,0.53,0.4,1.08,-0.46
5922,20141027,-0.3991,-0.34,-0.27,-0.23,-0.27,-0.42,-0.63,0.35,-1.24
5922,20141028,2.4327,2.61,2.86,1.82,1.62,1.83,1.79,-0.29,0.59
5922,20141029,-1.0897,-0.4,-0.4,0.23,-0.55,-0.22,0.1,0.25,0.42
5922,20141030,0.8192,0.99,0.76,0.43,0.68,0.3,0.26,0,-0.69
5922,20141031,0.9246,0.96,1.45,0.91,1.33,1.51,1.33,-0.02,0.81
5922,20141103,-0.0555,-0.27,-0.48,-0.36,-0.02,0,-0.22,0.35,-0.4
5922,20141104,-0.9444,-0.33,-0.38,-0.47,-0.54,-0.68,-0.68,0.52,-0.91
5922,20141105,0.3085,-0.07,0.3,0.36,-0.02,0.92,1.14,-0.21,0.52
5922,20141106,1.314,0.48,0.48,0.23,0.8,0.75,0,0.21,0.09
5922,20141107,0.2483,0.06,0.18,0.37,-0.04,0.3,0.69,-0.92,0.66
5922,20141110,0.3854,0.66,0.34,0.1,0.36,0.2,-0.15,0.62,-0.54
5922,20141111,0.5758,0.11,-0.05,-0.11,0.18,0.05,-0.1,-0.35,0.14
5922,20141112,0.2181,0.63,0.68,0.42,0.32,0.14,-0.12,-0.2,0.09
5922,20141113,-0.4081,-1.11,-1.12,-0.76,-0.31,-0.48,-0.57,0.39,0.28
5922,20141114,0.1639,-0.12,0.12,0.12,0.08,0.27,0.26,-0.77,0.46
5922,20141117,-0.8726,-1.01,-1.12,-0.59,-0.21,-0.11,0.1,0.59,0.1
5922,20141118,0.6327,0.53,0.4,0.21,0.68,0.55,0.37,0.65,0.16
5922,20141119,-0.3007,-1.2,-1.04,-0.97,-0.19,-0.22,-0.4,-0.06,0.18
5922,20141120,0.1371,1.07,1.1,0.9,0.52,0.62,0.73,-0.73,0.1
5922,20141121,0.6024,0.3,0.23,0.04,0.58,0.59,0.55,-0.37,0.42
5922,20141124,0.5988,1.46,1.18,0.71,0.73,0.4,0.12,0.12,-0.35
5922,20141125,-0.1894,-0.31,-0.13,0,-0.06,-0.11,-0.22,0.49,0.25
5922,20141126,-0.3253,0.68,0.34,0.03,0.15,-0.09,-0.31,0.97,-0.37
5922,20141128,-0.8703,-1.37,-1.69,-1.6,-0.41,-1.45,-1.9,1.22,-2.63
5922,20141201,-2.332,-2.15,-1.68,-1.51,-1.35,-1.23,-0.99,0.31,0.16
5922,20141202,0.5618,1.04,1.14,0.69,0.56,0.52,0.56,0.81,0.06
5922,20141203,1.0335,0.75,0.83,0.61,0.64,1.16,0.85,-0.21,0.45
5922,20141204,0.1106,-0.76,-0.63,-0.28,-0.29,-0.43,-0.46,0.92,-0.39
5922,20141205,0.4143,1.01,0.87,0.7,0.27,0.14,0.23,0.41,-0.37
5922,20141208,-1.7052,-1.64,-1.77,-1.51,-1.05,-1.5,-1.1,1.12,-1.87
5922,20141209,-0.1119,2.24,2.08,1.23,0.44,0.49,0.79,-0.37,0.86
5922,20141210,-1.9048,-2.39,-2.32,-1.95,-1.92,-2.24,-2.27,0.65,-1.03
5922,20141211,0.6282,0.35,0.25,0.24,0.59,0.33,0.43,0.2,-0.59
5922,20141212,-1.7026,-0.54,-0.94,-0.98,-1.3,-1.74,-1.89,0.05,-0.54
5922,20141215,-0.3753,-1.64,-0.68,-0.95,-0.59,-0.65,-0.99,0.16,-0.16
5922,20141216,-0.7824,-0.51,-0.07,0.17,-0.63,-0.31,0.02,-0.6,1.07
5922,20141217,3.2126,3.49,2.69,2.3,2.4,2.52,2.71,-0.65,1.49
5922,20141218,2.6316,1.77,1.49,1.28,2.16,1.99,2.05,0.26,0.27
